
**************************************************************
 Geant4 version Name: geant4-11-03-patch-02 [MT]   (25-April-2025)

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.008647674825911437,0.1201964512632349,0.02017006362016673)
     in direction: (0,1,0)
    (local position: (-0.008647674825911437,0.1201964512632349,0.02017006362016673))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.008647674825911437,0.1234139513174711,0.02017006362016673)
     in direction: (0,1,0)
    (local position: (-0.008647674825911437,0.1234139513174711,0.02017006362016673))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.008647674825911437,0.1255473993072216,0.02017006362016673)
     in direction: (0,1,0)
    (local position: (-0.008647674825911437,0.1255473993072216,0.02017006362016673))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.006763172063418566,0.3478041100648627,0.0003747968396094734)
     in direction: (0,1,0)
    (local position: (-0.006763172063418566,0.3478041100648627,0.0003747968396094734))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.006763172063418566,0.3479180706162108,0.0003747968396094734)
     in direction: (0,1,0)
    (local position: (-0.006763172063418566,0.3479180706162108,0.0003747968396094734))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.006763172063418566,0.3482193468587176,0.0003747968396094734)
     in direction: (0,1,0)
    (local position: (-0.006763172063418566,0.3482193468587176,0.0003747968396094734))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.006763172063418566,0.348255546209129,0.0003747968396094734)
     in direction: (0,1,0)
    (local position: (-0.006763172063418566,0.348255546209129,0.0003747968396094734))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.0292921359328375,-0.2491797416713911,-0.04527670919511745)
     in direction: (0,1,0)
    (local position: (-0.0292921359328375,-0.2491797416713911,-0.04527670919511745))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.0292921359328375,-0.1977359863054808,-0.04527670919511745)
     in direction: (0,1,0)
    (local position: (-0.0292921359328375,-0.1977359863054808,-0.04527670919511745))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.0292921359328375,-0.1950017981066524,-0.04527670919511745)
     in direction: (0,1,0)
    (local position: (-0.0292921359328375,-0.1950017981066524,-0.04527670919511745))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.0292921359328375,-0.1679990384807714,-0.04527670919511745)
     in direction: (0,1,0)
    (local position: (-0.0292921359328375,-0.1679990384807714,-0.04527670919511745))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.0292921359328375,-0.1673747251890434,-0.04527670919511745)
     in direction: (0,1,0)
    (local position: (-0.0292921359328375,-0.1673747251890434,-0.04527670919511745))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'world_phys'
   - at position : (-0.0292921359328375,-0.1492351047645595,-0.04527670919511745)
     in direction: (0,1,0)
    (local position: (-0.0292921359328375,-0.1492351047645595,-0.04527670919511745))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_WholeBodyEnvelope_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.001431463982487514,-0.003364089996488604,-0.02056512208188626)
     in direction: (0,1,0)
    (local position: (0.001431463982487514,-0.003364089996488604,-0.02056512208188626))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.004959662831478866,-0.09405106329138711,-0.03827767008427128)
     in direction: (0,1,0)
    (local position: (-0.004959662831478866,-0.09405106329138711,-0.03827767008427128))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.01338158737049379,-0.05209786909831654,-0.01393599505172098)
     in direction: (0,1,0)
    (local position: (-0.01338158737049379,-0.05209786909831654,-0.01393599505172098))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.002656836000936494,-0.3841510635273795,0.0539967719453907)
     in direction: (0,1,0)
    (local position: (-0.002656836000936494,-0.3841510635273795,0.0539967719453907))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.01095783291676793,0.115285560266169,0.01263282210159889)
     in direction: (0,1,0)
    (local position: (-0.01095783291676793,0.115285560266169,0.01263282210159889))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.005635921168528185,-0.1313050882663533,-0.0278152993292577)
     in direction: (0,1,0)
    (local position: (0.005635921168528185,-0.1313050882663533,-0.0278152993292577))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.002177549522505316,-0.3846009994886425,0.05662094828035336)
     in direction: (0,1,0)
    (local position: (0.002177549522505316,-0.3846009994886425,0.05662094828035336))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.002177549522505316,-0.3834472266764759,0.05662094828035336)
     in direction: (0,1,0)
    (local position: (0.002177549522505316,-0.3834472266764759,0.05662094828035336))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.002177549522505316,-0.3832798386897663,0.05662094828035336)
     in direction: (0,1,0)
    (local position: (0.002177549522505316,-0.3832798386897663,0.05662094828035336))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.002177549522505316,-0.3832120695981763,0.05662094828035336)
     in direction: (0,1,0)
    (local position: (0.002177549522505316,-0.3832120695981763,0.05662094828035336))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.002177549522505316,-0.3831855406607067,0.05662094828035336)
     in direction: (0,1,0)
    (local position: (0.002177549522505316,-0.3831855406607067,0.05662094828035336))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.002177549522505316,-0.3829529888786081,0.05662094828035336)
     in direction: (0,1,0)
    (local position: (0.002177549522505316,-0.3829529888786081,0.05662094828035336))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.002177549522505316,-0.3828912608206014,0.05662094828035336)
     in direction: (0,1,0)
    (local position: (0.002177549522505316,-0.3828912608206014,0.05662094828035336))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.002177549522505316,-0.382786747479151,0.05662094828035336)
     in direction: (0,1,0)
    (local position: (0.002177549522505316,-0.382786747479151,0.05662094828035336))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.002177549522505316,-0.3826728949825678,0.05662094828035336)
     in direction: (0,1,0)
    (local position: (0.002177549522505316,-0.3826728949825678,0.05662094828035336))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.002177549522505316,-0.3826094818163591,0.05662094828035336)
     in direction: (0,1,0)
    (local position: (0.002177549522505316,-0.3826094818163591,0.05662094828035336))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.002177549522505316,-0.3824391012860086,0.05662094828035336)
     in direction: (0,1,0)
    (local position: (0.002177549522505316,-0.3824391012860086,0.05662094828035336))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.002177549522505316,-0.3824330237617844,0.05662094828035336)
     in direction: (0,1,0)
    (local position: (0.002177549522505316,-0.3824330237617844,0.05662094828035336))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.002177549522505316,-0.3824055983914362,0.05662094828035336)
     in direction: (0,1,0)
    (local position: (0.002177549522505316,-0.3824055983914362,0.05662094828035336))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.002177549522505316,-0.3822315572340705,0.05662094828035336)
     in direction: (0,1,0)
    (local position: (0.002177549522505316,-0.3822315572340705,0.05662094828035336))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.002177549522505316,-0.382175131879167,0.05662094828035336)
     in direction: (0,1,0)
    (local position: (0.002177549522505316,-0.382175131879167,0.05662094828035336))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.002177549522505316,-0.3816927840226815,0.05662094828035336)
     in direction: (0,1,0)
    (local position: (0.002177549522505316,-0.3816927840226815,0.05662094828035336))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.002177549522505316,-0.3813910264826744,0.05662094828035336)
     in direction: (0,1,0)
    (local position: (0.002177549522505316,-0.3813910264826744,0.05662094828035336))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (-0.0153088403432792,0.09069005498360966,0.03778207871702273)
     in direction: (0,1,0)
    (local position: (-0.0153088403432792,0.09069005498360966,0.03778207871702273))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_ReproductiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
-------- WWWW -------- G4Exception-END --------- WWWW -------


-------- WWWW ------- G4Exception-START -------- WWWW -------
*** G4Exception : GeomNav1002
      issued by : G4Navigator::ComputeStep()
Stuck Track: potential geometry or navigation problem.
  Track stuck, not moving for 10 steps.
  Current  phys volume: 'ow_WholeBodyEnvelope_phys'
   - at position : (0.006265251151214074,-0.04993761501538907,-0.005480226079853339)
     in direction: (0,1,0)
    (local position: (0.006265251151214074,-0.04993761501538907,-0.005480226079853339))
    (local direction: (0,1,0)).
  Previous phys volume: 'ow_DigestiveSystem_phys'

  Likely geometry overlap - else navigation problem !
   *** Trying to get *unstuck* using a push - expanding step to 1e-07 (mm) ...       Potential overlap in geometry !

*** This is just a warning message. ***
